id,exp_date,exp_desc,amount,exp_month,exp_year,recurring,recurring_period,category_id,recurring_start,user_id,created_on,updated_on
1066,27/1/2020 0:00,Bus/MRT,4,1,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1067,28/1/2020 0:00,Bus/MRT,4,1,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1068,28/1/2020 0:00,Breakfast,2,1,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1069,28/1/2020 0:00,Lunch,5.5,1,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1070,29/1/2020 0:00,Bus/MRT,4,1,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1071,29/1/2020 0:00,Breakfast,1.8,1,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1072,29/1/2020 0:00,Lunch,3.7,1,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1073,30/1/2020 0:00,Bus/MRT,6,1,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1074,30/1/2020 0:00,Snacks,2.4,1,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1075,30/1/2020 0:00,Breakfast,1.9,1,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1076,30/1/2020 0:00,Lunch,5.5,1,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1077,31/1/2020 0:00,Cab Home,4.17,1,2020,FALSE,,6,,1,28/3/2022 0:00,28/6/2022 0:00
1078,31/1/2020 0:00,Dessert,1.9,1,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1079,,Aviva Group Term PA Insurance,3,1,2020,TRUE,M,1,1/4/2019,1,28/3/2022 0:00,28/6/2022 0:00
1080,,Income Tax (May to April),412.18,1,2020,TRUE,M,2,,1,28/3/2022 0:00,28/6/2022 0:00
1081,,NTUC Income,40,1,2020,TRUE,M,1,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1082,,Allowance to Parents,500,1,2020,TRUE,M,3,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1083,,Starhub Phone Bill,24.95,1,2020,TRUE,M,2,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1084,,Hospitalization Plan (Sept),26.83,1,2020,TRUE,M,1,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1085,,MsBA Tuition Fees (Till 1st August 2021),1485.83,1,2020,TRUE,M,5,1/1/2020,1,28/3/2022 0:00,28/6/2022 0:00
1086,1/2/2020 0:00,MRT/Bus,4,2,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1087,1/2/2020 0:00,Breakfast,3.7,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1088,1/2/2020 0:00,Lunch,4,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1089,3/2/2020 0:00,MRT/Bus,8,2,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1090,3/2/2020 0:00,Dinner,38.5,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1091,4/2/2020 0:00,MRT/Bus,4,2,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1092,4/2/2020 0:00,Breakfast,1.8,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1093,5/2/2020 0:00,MRT/Bus,8,2,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1094,5/2/2020 0:00,Dinner,41,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1095,6/2/2020 0:00,Breakfast,1.8,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1096,6/2/2020 0:00,Lunch,21.8,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1097,6/2/2020 0:00,MRT/Bus,4,2,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1098,7/2/2020 0:00,Breakfast,1.8,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1099,7/2/2020 0:00,MRT/Bus,4,2,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1100,7/2/2020 0:00,Nasal Spray,12.8,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1101,8/2/2020 0:00,MRT/Bus,2,2,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1102,8/2/2020 0:00,Cab,11,2,2020,FALSE,,6,,1,28/3/2022 0:00,28/6/2022 0:00
1103,10/2/2020 0:00,Lunch,5.9,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1104,10/2/2020 0:00,MRT/Bus,7,2,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1105,10/2/2020 0:00,Overseas Stuff,13.4,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1106,11/2/2020 0:00,Movie,9,2,2020,FALSE,,6,,1,28/3/2022 0:00,28/6/2022 0:00
1107,11/2/2020 0:00,MRT/Bus,3,2,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1108,11/2/2020 0:00,Lunch,11.5,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1109,11/2/2020 0:00,Rice Cooker,2,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1110,12/2/2020 0:00,Pizza Lunch/Dinner,16.65,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1111,12/2/2020 0:00,Munich Day Pass,4.44,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1112,12/2/2020 0:00,Taxi to House,27.9,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1113,13/2/2020 0:00,Lunch,7.2,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1114,13/2/2020 0:00,Train,4.44,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1115,13/2/2020 0:00,Dinner,28.88,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1116,13/2/2020 0:00,Keys,29.7,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1117,14/2/2020 0:00,Lunch,11.25,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1118,14/2/2020 0:00,Dinner,3.75,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1119,14/2/2020 0:00,Train,4.44,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1120,14/2/2020 0:00,Ikea Stuff,7.5,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1121,15/2/2020 0:00,Lunch,10.5,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1122,15/2/2020 0:00,Dinner,7.35,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1123,15/2/2020 0:00,Groceries,15.75,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1124,15/2/2020 0:00,Dachau Concentration Camp Tour,5.25,2,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1125,15/2/2020 0:00,Train,5.04,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1126,16/2/2020 0:00,Lunch,12.23,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1127,17/2/2020 0:00,Lunch,9.75,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1128,17/2/2020 0:00,Groceries,36.44,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1129,18/2/2020 0:00,Groceries,5.67,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1130,20/2/2020 0:00,Lunch,3.15,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1131,20/2/2020 0:00,Groceries,15.75,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1132,21/2/2020 0:00,Expensive Lunch,14.25,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1133,21/2/2020 0:00,Groceries,4.69,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1134,22/2/2020 0:00,Lunch,3.9,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1135,22/2/2020 0:00,Groceries,14.04,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1136,22/2/2020 0:00,Castle Tour,34.5,2,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1137,22/2/2020 0:00,Train to Castle,18.75,2,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1138,23/2/2020 0:00,Co-ed Bath ,28.2,2,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1139,23/2/2020 0:00,Saint Peters Church,3,2,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1140,24/2/2020 0:00,Groceries,3.78,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1141,24/2/2020 0:00,Groceries,20.26,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1142,24/2/2020 0:00,Photo,3.78,2,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1143,27/2/2020 0:00,Lunch,9.75,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1144,28/2/2020 0:00,Burger + Dessert,8.51,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1145,28/2/2020 0:00,Taxi Back Home,13,2,2020,FALSE,,6,,1,28/3/2022 0:00,28/6/2022 0:00
1146,28/2/2020 0:00,Club Entrance,7.5,2,2020,FALSE,,6,,1,28/3/2022 0:00,28/6/2022 0:00
1147,28/2/2020 0:00,Alcohol,6,2,2020,FALSE,,6,,1,28/3/2022 0:00,28/6/2022 0:00
1148,29/2/2020 0:00,Groceries,30.15,2,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1149,29/2/2020 0:00,Breakfast + Lunch,6.75,2,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1150,29/2/2020 0:00,Ski Pass + Transport,150,2,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1151,29/2/2020 0:00,Cab to HBF,3.3,2,2020,FALSE,,6,,1,28/3/2022 0:00,28/6/2022 0:00
1152,,Aviva Group Term PA Insurance,6,2,2020,TRUE,M,1,1/4/2019,1,28/3/2022 0:00,28/6/2022 0:00
1153,,Income Tax (May to April),412.18,2,2020,TRUE,M,2,,1,28/3/2022 0:00,28/6/2022 0:00
1154,,NTUC Income,40,2,2020,TRUE,M,1,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1155,,Allowance to Parents,500,2,2020,TRUE,M,3,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1156,,Starhub Phone Bill,24.95,2,2020,TRUE,M,2,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1157,,Starhub Phone Bill,19.95,2,2020,TRUE,M,2,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1158,,Vodafone EU (Feb to July),13.75,2,2020,TRUE,M,2,1/2/2020,1,28/3/2022 0:00,28/6/2022 0:00
1159,,Hospitalization Plan (Sept),26.83,2,2020,TRUE,M,1,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1160,,MsBA Tuition Fees (Till 1st August 2021),1459.87,2,2020,TRUE,M,5,1/1/2020,1,28/3/2022 0:00,28/6/2022 0:00
1161,1/3/2020 0:00,Lunch,7.35,3,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1162,1/3/2020 0:00,Dinner,2.25,3,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1163,1/3/2020 0:00,Nazi Tour,3,3,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1164,1/3/2020 0:00,Art Museum,2.25,3,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1165,1/3/2020 0:00,Train to Nuremberg,21,3,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1166,1/3/2020 0:00,Beer,5.4,3,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1167,2/3/2020 0:00,Lunch,8.25,3,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1168,3/3/2020 0:00,Groceries,11.21,3,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1169,6/3/2020 0:00,Groceries,17.72,3,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1170,7/3/2020 0:00,Trip to Vienna,125.34,3,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1171,7/3/2020 0:00,Vienna Expense,62.42,3,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1172,8/3/2020 0:00,Trip to Vienna,59.7,3,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1173,8/3/2020 0:00,Vienna Expense,62.42,3,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1174,9/3/2020 0:00,Groceries,4.16,3,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1175,10/3/2020 0:00,Groceries,9.02,3,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1176,12/3/2020 0:00,Amsterdam/Brussels Trip,204.44,3,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1177,13/3/2020 0:00,Amsterdam/Brussels Trip,204.44,3,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1178,14/3/2020 0:00,Amsterdam/Brussels Trip,204.44,3,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1179,15/3/2020 0:00,Amsterdam/Brussels Trip,204.44,3,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1180,16/3/2020 0:00,Alcohol + Food,180,3,2020,FALSE,,8,,1,28/3/2022 0:00,28/6/2022 0:00
1181,,Aviva Group Term PA Insurance,6,3,2020,TRUE,M,1,1/4/2019,1,28/3/2022 0:00,28/6/2022 0:00
1182,,Income Tax (May to April),412.18,3,2020,TRUE,M,2,,1,28/3/2022 0:00,28/6/2022 0:00
1183,,NTUC Income,40,3,2020,TRUE,M,1,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1184,,Allowance to Parents,500,3,2020,TRUE,M,3,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1185,,Starhub Phone Bill,24.95,3,2020,TRUE,M,2,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1186,,Hospitalization Plan (Sept),26.83,3,2020,TRUE,M,1,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1187,,MsBA Tuition Fees (Till 1st August 2021),1485.83,3,2020,TRUE,M,5,1/1/2020,1,28/3/2022 0:00,28/6/2022 0:00
1188,1/4/2020 0:00,Breakfast,3.5,4,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1189,1/4/2020 0:00,Haircut,15,4,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1190,2/4/2020 0:00,Chiro,75,4,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1191,2/4/2020 0:00,MRT/Bus,4,4,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1192,3/4/2020 0:00,MRT/Bus,4,4,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1193,3/4/2020 0:00,Adam Road Food Centre,8,4,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1194,4/4/2020 0:00,MRT/Bus,2,4,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1195,4/4/2020 0:00,Dinner,10,4,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1196,22/4/2020 0:00,Snacks,11.9,4,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1197,,Accident Plan (April 2019),13.65,4,2020,TRUE,M,1,1/4/2019,1,28/3/2022 0:00,28/6/2022 0:00
1198,,Income Tax (May to April),412.15,4,2020,TRUE,M,2,,1,28/3/2022 0:00,28/6/2022 0:00
1199,,NTUC Income,40,4,2020,TRUE,M,1,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1200,,Allowance to Parents,500,4,2020,TRUE,M,3,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1201,,Starhub Phone Bill,24.95,4,2020,TRUE,M,2,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1202,,Hospitalization Plan (Sept),26.83,4,2020,TRUE,M,1,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1203,,MsBA Tuition Fees (Till 1st August 2021),1485.83,4,2020,TRUE,M,5,1/1/2020,1,28/3/2022 0:00,28/6/2022 0:00
1204,12/5/2020 0:00,Chicken Rice,3.7,5,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1205,12/5/2020 0:00,MRT/Bus,5,5,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1206,12/5/2020 0:00,Snacks,18.8,5,2020,FALSE,,7,,1,28/3/2022 0:00,28/6/2022 0:00
1207,12/5/2020 0:00,Hair Cut,15,5,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1208,13/5/2020 0:00,TCM,13.68,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1209,14/5/2020 0:00,TCM,13.68,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1210,15/5/2020 0:00,TCM,13.68,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1211,16/5/2020 0:00,TCM,13.68,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1212,17/5/2020 0:00,TCM,13.68,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1213,18/5/2020 0:00,TCM,13.68,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1214,19/5/2020 0:00,TCM,13.68,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1215,20/5/2020 0:00,TCM,13.68,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1216,21/5/2020 0:00,TCM,13.68,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1217,22/5/2020 0:00,TCM,13.68,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1218,23/5/2020 0:00,TCM,13.68,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1219,24/5/2020 0:00,TCM,13.68,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1220,25/5/2020 0:00,TCM,13.68,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1221,26/5/2020 0:00,TCM,11.89,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1222,26/5/2020 0:00,Bus,2,5,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1223,27/5/2020 0:00,TCM,11.89,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1224,28/5/2020 0:00,TCM,11.89,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1225,29/5/2020 0:00,TCM,11.89,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1226,30/5/2020 0:00,TCM,11.89,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1227,31/5/2020 0:00,TCM,11.89,5,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1228,,Aviva Group Term Life Insurance,9.27,5,2020,TRUE,M,1,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1229,,Accident Plan (April 2019),13.65,5,2020,TRUE,M,1,1/4/2019,1,28/3/2022 0:00,28/6/2022 0:00
1230,,AXA Accident Plan (April 2019),13.65,5,2020,TRUE,M,1,,1,28/3/2022 0:00,28/6/2022 0:00
1231,,Aviva Group Term PA Insurance,6,5,2020,TRUE,M,1,1/4/2019,1,28/3/2022 0:00,28/6/2022 0:00
1232,,Income Tax (May to April),252.74,5,2020,TRUE,M,2,,1,28/3/2022 0:00,28/6/2022 0:00
1233,,Aviva CI (May Start),44.33,5,2020,TRUE,M,1,1/5/2020,1,28/3/2022 0:00,28/6/2022 0:00
1234,,NTUC Income,40,5,2020,TRUE,M,1,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1235,,Munich Rent (Feb) + Allowance,945.5,5,2020,TRUE,M,3,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1236,,Allowance to Parents,500,5,2020,TRUE,M,3,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1237,,Starhub Phone Bill,24.95,5,2020,TRUE,M,2,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1238,,Hospitalization Plan (Sept),26.83,5,2020,TRUE,M,1,1/1/2019,1,26/4/2022 0:00,28/6/2022 0:00
1239,,MsBA Tuition Fees (Till 1st August 2021),1485.83,5,2020,TRUE,M,5,1/1/2020,1,28/3/2022 0:00,28/6/2022 0:00
1240,1/6/2020 0:00,TCM,11.89,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1241,2/6/2020 0:00,TCM,11.89,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1242,3/6/2020 0:00,TCM,11.89,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1243,4/6/2020 0:00,TCM,11.89,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1244,5/6/2020 0:00,TCM,11.89,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1245,6/6/2020 0:00,TCM,11.89,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1246,7/6/2020 0:00,TCM,11.89,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1247,8/6/2020 0:00,TCM,11.89,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1248,8/6/2020 0:00,Chiro,75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1249,8/6/2020 0:00,MRT,4,6,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1250,9/6/2020 0:00,TCM,10.75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1251,9/6/2020 0:00,Bus,2,6,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1252,10/6/2020 0:00,TCM,10.75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1253,11/6/2020 0:00,TCM,10.75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1254,12/6/2020 0:00,TCM,10.75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1255,13/6/2020 0:00,TCM,10.75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1256,14/6/2020 0:00,TCM,10.75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1257,15/6/2020 0:00,TCM,10.75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1258,16/6/2020 0:00,TCM,10.75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1259,17/6/2020 0:00,TCM,10.75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1260,18/6/2020 0:00,TCM,10.75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1261,18/6/2020 0:00,MRT,2,6,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1262,18/6/2020 0:00,Haircut,15,6,2020,FALSE,,2,,1,28/3/2022 0:00,28/6/2022 0:00
1263,19/6/2020 0:00,TCM,10.75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1264,19/6/2020 0:00,MRT,2,6,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1265,20/6/2020 0:00,TCM,10.75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1266,21/6/2020 0:00,TCM,10.75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1267,22/6/2020 0:00,TCM,10.75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1268,22/6/2020 0:00,Chiro,75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1269,22/6/2020 0:00,MRT,4,6,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1270,23/6/2020 0:00,TCM,7.31,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1271,23/6/2020 0:00,Bus,2,6,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1272,24/6/2020 0:00,TCM,7.31,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1273,25/6/2020 0:00,TCM,7.31,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1274,26/6/2020 0:00,TCM,7.31,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1275,27/6/2020 0:00,TCM,7.31,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1276,27/6/2020 0:00,MRT,2,6,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1277,28/6/2020 0:00,TCM,7.31,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1278,29/6/2020 0:00,TCM,7.31,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1279,29/6/2020 0:00,Chiro,75,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1280,29/6/2020 0:00,MRT,4,6,2020,FALSE,,4,,1,28/3/2022 0:00,28/6/2022 0:00
1281,30/6/2020 0:00,TCM,7.31,6,2020,FALSE,,1,,1,28/3/2022 0:00,28/6/2022 0:00
1282,,Aviva Group Term Life Insurance,9.27,6,2020,TRUE,M,1,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1283,,Aviva Group Term PA Insurance,6,6,2020,TRUE,M,1,1/4/2019,1,28/3/2022 0:00,28/6/2022 0:00
1284,,Income Tax (May to April),252.74,6,2020,TRUE,M,2,,1,28/3/2022 0:00,28/6/2022 0:00
1285,,Aviva CI (May Start),44.33,6,2020,TRUE,M,1,1/5/2020,1,28/3/2022 0:00,28/6/2022 0:00
1286,,NTUC Income,40,6,2020,TRUE,M,1,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1287,,Allowance to Parents,500,6,2020,TRUE,M,3,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1288,,Starhub Phone Bill,24.95,6,2020,TRUE,M,2,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
1289,,Hospitalization Plan (Sept),26.83,6,2020,TRUE,M,1,1/1/2019,1,28/3/2022 0:00,28/6/2022 0:00
